country_code,cluster_code,population,in_need,targeted,year,total_required_funds,total_granted_funds,total_granted_percentage,severity_index,sector
LSO,null,2311472,null,null,2023,null,null,null,4.6,null
LTE,null,2326296729,null,null,2023,null,null,null,null,null
LTU,null,2871585,null,null,2023,null,null,null,3.1,null
LUX,null,666430,null,null,2023,null,null,null,null,null
LVA,null,1883710,null,null,2023,null,null,null,3.3,null
MAC,null,678800,null,null,2023,null,null,null,null,null
MAF,null,27515,null,null,2023,null,null,null,null,null
MAR,null,37712505,null,null,2023,null,null,null,6.1,null
MCO,null,38956,null,null,2023,null,null,null,null,null
MDA,null,2457783,null,null,2023,426961900,140081208,32.81,4.2,null
MDG,null,31195932,null,null,2023,215168817,164046294,76.24,6.2,null
MDV,null,525994,null,null,2023,null,null,null,null,null
MEA,null,797801454,null,null,2023,null,null,null,null,null
MEX,null,129739759,null,null,2023,16364449,44270662,270.53,6.1,null
MHL,null,38827,null,null,2023,null,null,null,null,null
MIC,null,5891100497,null,null,2023,null,null,null,null,null
MKD,null,1827816,null,null,2023,null,null,null,null,null
MLI,null,23769127,null,null,2023,751470941,242589683,32.28,8.7,null
MLT,null,552747,null,null,2023,null,null,null,null,null
MMR,null,54133798,null,null,2023,886738899,403090034,45.46,9.1,null
MNA,null,729077445,null,null,2023,null,null,null,null,null
MNE,null,623529,null,null,2023,null,null,null,null,null
MNG,null,3481145,null,null,2023,13658011,8487790,62.15,5.4,null
MNP,null,45143,null,null,2023,null,null,null,null,null
MOZ,null,33635160,null,null,2023,650921855,246548745,37.88,7.1,null
MRT,null,5022441,null,null,2023,null,null,null,5.7,null
MUS,null,1248647,null,null,2023,null,null,null,null,null
MWI,null,21104482,null,null,2023,115945732,45949850,39.63,7,null
MYS,null,35126298,null,null,2023,null,null,null,5.4,null
NAC,null,376954413,null,null,2023,null,null,null,null,null
NAM,null,2963095,null,null,2023,null,null,null,5.6,null
NCL,null,289870,null,null,2023,null,null,null,null,null
NER,null,26159867,null,null,2023,583906619,298220966,51.07,7.7,null
NGA,null,227882945,null,null,2023,1311953516,577756409,44.04,8.5,null
NIC,null,6823613,null,null,2023,null,null,null,4,null
NLD,null,17877117,null,null,2023,null,null,null,null,null
NOR,null,5519601,null,null,2023,null,null,null,null,null
NPL,null,29694614,null,null,2023,null,null,null,5,null
NRU,null,11875,null,null,2023,null,null,null,null,null
NZL,null,5200000,null,null,2023,null,null,null,null,null
OED,null,1387897706,null,null,2023,null,null,null,null,null
OMN,null,5049269,null,null,2023,null,null,null,null,null
OSS,null,12822134,null,null,2023,null,null,null,null,null
PAK,null,247504495,null,null,2023,727772336,370946955,50.97,7.9,null
PAN,null,4458759,null,null,2023,21344386,17916841,83.94,4.7,null
PER,null,33845617,null,null,2023,318699031,92051487,28.88,6.4,null
PHL,null,114891199,null,null,2023,null,null,null,5.4,null
PLW,null,17727,null,null,2023,null,null,null,null,null
PNG,null,10389635,null,null,2023,null,null,null,5.3,null
POL,null,36687353,null,null,2023,709399441,111074685,15.66,5.4,null
PRE,null,1078224044,null,null,2023,null,null,null,null,null
PRI,null,3203792,null,null,2023,null,null,null,null,null
PRK,null,26418204,null,null,2023,null,null,null,7.6,null
PRT,null,10578174,null,null,2023,null,null,null,null,null
PRY,null,6844146,null,null,2023,5520401,624243,11.31,null,null
PSE,null,5165775,null,null,2023,1005827508,1011279515,100.54,8.7,null
PSS,null,2689224,null,null,2023,null,null,null,null,null
PST,null,1121315547,null,null,2023,null,null,null,null,null
PYF,null,281118,null,null,2023,null,null,null,null,null
QAT,null,2656032,null,null,2023,null,null,null,null,null
ROU,null,19061062,null,null,2023,153603900,51128426,33.29,3.7,null
RUS,null,143826130,null,null,2023,null,null,null,5.6,null
RWA,null,13954471,null,null,2023,65526242,42400564,64.71,4.9,null
SAS,null,1662580579,null,null,2023,null,null,null,null,null
SAU,null,33702731,null,null,2023,null,null,null,null,null
SDN,null,50042791,null,null,2023,2565230201,1318523637,51.4,9.5,null
SEN,null,18077573,null,null,2023,null,null,null,5.4,null
SGP,null,5917648,null,null,2023,null,null,null,null,null
SLB,null,800005,null,null,2023,null,null,null,null,null
SLE,null,8460512,null,null,2023,null,null,null,null,null
SLV,null,6309624,null,null,2023,98416155,30861174,31.36,6.4,null
SMR,null,33860,null,null,2023,null,null,null,null,null
SOM,null,18358615,null,null,2023,2615296968,1232271305,47.12,9.4,null
SRB,null,6623183,null,null,2023,null,null,null,null,null
SSA,null,1131078494,null,null,2023,null,null,null,null,null
SSD,null,11483374,null,null,2023,2055885216,1156262506,56.24,9,null
SSF,null,1259889959,null,null,2023,null,null,null,null,null
SST,null,20031262,null,null,2023,null,null,null,null,null
STP,null,230871,null,null,2023,null,null,null,null,null
SUR,null,628886,null,null,2023,null,null,null,null,null
SVK,null,5426740,null,null,2023,null,null,null,3.7,null
SVN,null,2120461,null,null,2023,null,null,null,null,null
SWE,null,10536632,null,null,2023,null,null,null,null,null
SWZ,null,1230506,null,null,2023,null,null,null,5.1,null
SXM,null,42749,null,null,2023,null,null,null,null,null
SYC,null,119773,null,null,2023,null,null,null,null,null
SYR,null,23594623,null,null,2023,5811426062,2606710282,44.85,9.1,null
TCA,null,46198,null,null,2023,null,null,null,null,null
TCD,null,19319064,null,null,2023,920624766,429559295,46.66,9,null
TEA,null,2111139152,null,null,2023,null,null,null,null,null
TEC,null,458602212,null,null,2023,null,null,null,null,null
TGO,null,9304337,null,null,2023,null,null,null,null,null
THA,null,71702435,null,null,2023,null,null,null,4.4,null
TJK,null,10389799,null,null,2023,17487628,1656895,9.47,null,null
TKM,null,7364438,null,null,2023,2007199,null,null,null,null
TLA,null,642397939,null,null,2023,null,null,null,null,null
TLS,null,1384286,null,null,2023,null,null,null,4.2,null
TMN,null,723911670,null,null,2023,null,null,null,null,null
TON,null,104597,null,null,2023,null,null,null,null,null
TSA,null,1662580579,null,null,2023,null,null,null,null,null
TSS,null,1259889959,null,null,2023,null,null,null,null,null
TTO,null,1367510,null,null,2023,25347063,5844918,23.06,4.5,null
TUN,null,12200431,null,null,2023,null,null,null,4.2,null
TUR,null,85325965,null,null,2023,1903148187,801310605,42.1,7.4,null
TUV,null,9816,null,null,2023,null,null,null,null,null
TZA,null,66617606,null,null,2023,83932626,44383982,52.88,5.9,null
UGA,null,48656601,null,null,2023,846254062,263727211,31.16,6.6,null
UKR,null,37732836,null,null,2023,3945656687,2914022139,73.85,8.7,null
UMC,null,2809097616,null,null,2023,null,null,null,null,null
URY,null,3388081,null,null,2023,8918266,692961,7.77,null,null
USA,null,336806231,null,null,2023,null,null,null,null,null
UZB,null,35652307,null,null,2023,10771746,221740,2.06,null,null
VCT,null,101323,null,null,2023,null,null,null,null,null
VEN,null,28300854,null,null,2023,719581691,400900110,55.71,8.6,null
VGB,null,38985,null,null,2023,null,null,null,null,null
VIR,null,104917,null,null,2023,null,null,null,null,null
VNM,null,100352192,null,null,2023,null,null,null,null,null
VUT,null,320409,null,null,2023,null,null,null,4.6,null
WLD,null,8064057930,null,null,2023,null,null,null,null,null
WSM,null,216663,null,null,2023,null,null,null,null,null
XKX,null,1682668,null,null,2023,null,null,null,null,null
YEM,null,39390799,null,null,2023,4344155316,1774474547,40.85,9.4,null
ZAF,null,63212384,null,null,2023,null,null,null,null,null
ZMB,null,20723965,null,null,2023,36332377,1216132,3.35,6.3,null
ZWE,null,16340822,null,null,2023,null,null,null,7.7,null
ABW,null,107310,null,null,2022,5275633,2414935,45.78,null,null
AFE,null,731821393,null,null,2022,null,null,null,null,null
AFG,null,40578842,null,null,2022,4442200000,3269032938,73.59,null,null
AFW,null,497387180,null,null,2022,null,null,null,null,null
AGO,null,35635029,null,null,2022,25050490,7069939,28.22,null,null
ALB,null,2451636,null,null,2022,null,null,null,null,null
AND,null,79705,null,null,2022,null,null,null,null,null
ARB,null,471352066,null,null,2022,null,null,null,null,null
ARE,null,10074977,null,null,2022,null,null,null,null,null
ARG,null,45407904,null,null,2022,23267121,7405181,31.83,null,null
ARM,null,2969200,null,null,2022,null,null,null,null,null
ASM,null,48342,null,null,2022,null,null,null,null,null
ATG,null,92840,null,null,2022,null,null,null,null,null
AUS,null,26018721,null,null,2022,null,null,null,null,null
AUT,null,9041851,null,null,2022,null,null,null,null,null
AZE,null,10141756,null,null,2022,null,null,null,null,null
BDI,null,13321097,null,null,2022,182414025,75530712,41.41,null,null
BEL,null,11680210,null,null,2022,null,null,null,null,null
BEN,null,13759501,null,null,2022,null,null,null,null,null
BFA,null,22509038,null,null,2022,805099698,355267566,44.13,null,null
BGD,null,169384897,null,null,2022,881030780,619533235,70.32,null,null
BGR,null,6465097,null,null,2022,null,null,null,null,null
BHR,null,1524693,null,null,2022,null,null,null,null,null
BHS,null,397538,null,null,2022,null,null,null,null,null
BIH,null,3204802,null,null,2022,null,null,null,null,null
BLR,null,9228071,null,null,2022,null,null,null,null,null
BLZ,null,402733,null,null,2022,null,null,null,null,null
BMU,null,64749,null,null,2022,null,null,null,null,null
BOL,null,12077154,null,null,2022,8775946,3592593,40.94,null,null
BRA,null,210306415,null,null,2022,125548197,31892778,25.4,null,null
BRB,null,282318,null,null,2022,null,null,null,null,null
BRN,null,455370,null,null,2022,null,null,null,null,null
BTN,null,780914,null,null,2022,null,null,null,null,null
BWA,null,2439892,null,null,2022,null,null,null,null,null
CAF,null,5098039,null,null,2022,461253975,444602691,96.39,null,null
CAN,null,38935934,null,null,2022,null,null,null,null,null
CEB,null,100071871,null,null,2022,null,null,null,null,null
CHE,null,8777088,null,null,2022,null,null,null,null,null
CHI,null,167215,null,null,2022,null,null,null,null,null
CHL,null,19553036,null,null,2022,59473329,11159928,18.76,null,null
CHN,null,1412175000,null,null,2022,null,null,null,null,null
CIV,null,30395002,null,null,2022,null,null,null,null,null
CMR,null,27632771,null,null,2022,376046051,206649086,54.95,null,null
COD,null,102396968,null,null,2022,1881674597,1005134053,53.42,null,null
COG,null,6035104,null,null,2022,15470197,16289288,105.29,null,null
COL,null,51737944,null,null,2022,1085757791,453474504,41.77,null,null
COM,null,834188,null,null,2022,null,null,null,null,null
CPV,null,519741,null,null,2022,null,null,null,null,null
CRI,null,5081765,null,null,2022,9409183,3081422,32.75,null,null
CSS,null,4497310,null,null,2022,null,null,null,null,null
CUB,null,11059820,null,null,2022,41817107,8396222,20.08,null,null
CUW,null,153321,null,null,2022,7282539,1363278,18.72,null,null
CYM,null,71591,null,null,2022,null,null,null,null,null
CYP,null,1331370,null,null,2022,null,null,null,null,null
CZE,null,10672118,null,null,2022,null,null,null,null,null
DEU,null,83177813,null,null,2022,null,null,null,null,null
DJI,null,1137096,null,null,2022,9376294,28062850,299.3,null,null
DMA,null,66826,null,null,2022,null,null,null,null,null
DNK,null,5903037,null,null,2022,null,null,null,null,null
DOM,null,11230734,null,null,2022,24394843,6987847,28.64,null,null
DZA,null,45477389,null,null,2022,null,null,null,null,null
EAP,null,2133560408,null,null,2022,null,null,null,null,null
EAR,null,3470644834,null,null,2022,null,null,null,null,null
EAS,null,2379617118,null,null,2022,null,null,null,null,null
ECA,null,250514347,null,null,2022,null,null,null,null,null
ECS,null,924234471,null,null,2022,null,null,null,null,null
ECU,null,17823897,null,null,2022,288286393,92015286,31.92,null,null
EGY,null,112618250,null,null,2022,130191927,70587272,54.22,null,null
EMU,null,348200155,null,null,2022,null,null,null,null,null
ERI,null,3409447,null,null,2022,null,null,null,null,null
ESP,null,47786102,null,null,2022,null,null,null,null,null
EST,null,1348840,null,null,2022,null,null,null,null,null
ETH,null,125384287,null,null,2022,3622804854,1913647117,52.82,null,null
EUU,null,447202673,null,null,2022,null,null,null,null,null
FCS,null,1036390026,null,null,2022,null,null,null,null,null
FIN,null,5556106,null,null,2022,null,null,null,null,null
FJI,null,919422,null,null,2022,null,null,null,null,null
FRA,null,68184457,null,null,2022,null,null,null,null,null
FRO,null,53912,null,null,2022,null,null,null,null,null
FSM,null,112114,null,null,2022,null,null,null,null,null
GAB,null,2430747,null,null,2022,null,null,null,null,null
GBR,null,67604000,null,null,2022,null,null,null,null,null
GEO,null,3712502,null,null,2022,null,null,null,null,null
GHA,null,33149152,null,null,2022,null,null,null,null,null
GIB,null,37609,null,null,2022,null,null,null,null,null
GIN,null,14055137,null,null,2022,null,null,null,null,null
GMB,null,2636470,null,null,2022,null,null,null,null,null
GNB,null,2105529,null,null,2022,null,null,null,null,null
GNQ,null,1803545,null,null,2022,null,null,null,null,null
GRC,null,10436882,null,null,2022,null,null,null,null,null
GRD,null,116913,null,null,2022,null,null,null,null,null
GRL,null,56661,null,null,2022,null,null,null,null,null
GTM,null,17847877,null,null,2022,153531304,56937681,37.09,null,null
GUM,null,165180,null,null,2022,null,null,null,null,null
GUY,null,821637,null,null,2022,10556868,3207239,30.38,null,null
HIC,null,1398001706,null,null,2022,null,null,null,null,null
HKG,null,7346100,null,null,2022,null,null,null,null,null
HND,null,10463872,null,null,2022,155296363,66868714,43.06,null,null
HPC,null,893906294,null,null,2022,null,null,null,null,null
HRV,null,3855641,null,null,2022,null,null,null,null,null
HTI,null,11503606,null,null,2022,518765968,207267055,39.95,null,null
HUN,null,9605074,null,null,2022,null,null,null,null,null
IBD,null,4928196300,null,null,2022,null,null,null,null,null
IBT,null,6794724390,null,null,2022,null,null,null,null,null
IDA,null,1866528090,null,null,2022,null,null,null,null,null
IDB,null,651895919,null,null,2022,null,null,null,null,null
IDN,null,278830529,null,null,2022,null,null,null,null,null
IDX,null,1214632171,null,null,2022,null,null,null,null,null
IMN,null,84132,null,null,2022,null,null,null,null,null
IND,null,1425423212,null,null,2022,null,null,null,null,null
INX,null,null,null,null,2022,null,null,null,null,null
IRL,null,5212836,null,null,2022,null,null,null,null,null
IRN,null,89524246,null,null,2022,258735082,21192425,8.19,null,null
IRQ,null,44070551,null,null,2022,651130765,429616360,65.98,null,null
ISL,null,382003,null,null,2022,null,null,null,null,null
ISR,null,9557500,null,null,2022,null,null,null,null,null
ITA,null,59013667,null,null,2022,null,null,null,null,null
JAM,null,2839144,null,null,2022,null,null,null,null,null
JOR,null,11256263,null,null,2022,1300000000,515640978,39.66,null,null
JPN,null,125124989,null,null,2022,null,null,null,null,null
KAZ,null,20034609,null,null,2022,null,null,null,null,null
KEN,null,54252461,null,null,2022,404853637,447095768,110.43,null,null
KGZ,null,6975220,null,null,2022,null,null,null,null,null
KHM,null,17201724,null,null,2022,null,null,null,null,null
KIR,null,130469,null,null,2022,null,null,null,null,null
KNA,null,46709,null,null,2022,null,null,null,null,null
KOR,null,51672569,null,null,2022,null,null,null,null,null
KWT,null,4589643,null,null,2022,null,null,null,null,null
LAC,null,585648822,null,null,2022,null,null,null,null,null
LAO,null,7559007,null,null,2022,null,null,null,null,null
LBN,null,5744489,null,null,2022,3574175866,1160852636,32.48,null,null
LBR,null,5373294,null,null,2022,null,null,null,null,null
LBY,null,7223805,null,null,2022,113799273,93699805,82.34,null,null
LCA,null,178781,null,null,2022,null,null,null,null,null
LCN,null,653108120,null,null,2022,null,null,null,null,null
LDC,null,1134585604,null,null,2022,null,null,null,null,null
LIC,null,591481496,null,null,2022,null,null,null,null,null
LIE,null,39493,null,null,2022,null,null,null,null,null
LKA,null,22181000,null,null,2022,149692653,129521724,86.53,null,null
LMC,null,3043358377,null,null,2022,null,null,null,null,null
LMY,null,6437946207,null,null,2022,null,null,null,null,null
LSO,null,2286110,null,null,2022,null,null,null,null,null
LTE,null,2323799591,null,null,2022,null,null,null,null,null
LTU,null,2831639,null,null,2022,null,null,null,null,null
LUX,null,653103,null,null,2022,null,null,null,null,null
LVA,null,1879383,null,null,2022,null,null,null,null,null
MAC,null,677300,null,null,2022,null,null,null,null,null
MAF,null,28870,null,null,2022,null,null,null,null,null
MAR,null,37329064,null,null,2022,null,null,null,null,null
MCO,null,38931,null,null,2022,null,null,null,null,null
MDA,null,2528654,null,null,2022,null,220354803,null,null,null
MDG,null,30437261,null,null,2022,219267779,192417844,87.75,null,null
MDV,null,524106,null,null,2022,null,null,null,null,null
MEA,null,782349366,null,null,2022,null,null,null,null,null
MEX,null,128613117,null,null,2022,6154654,2990402,48.59,null,null
MHL,null,40077,null,null,2022,null,null,null,null,null
MIC,null,5846464711,null,null,2022,null,null,null,null,null
MKD,null,1831712,null,null,2022,null,null,null,null,null
MLI,null,23072640,null,null,2022,685734819,305518806,44.55,null,null
MLT,null,531113,null,null,2022,null,null,null,null,null
MMR,null,53756787,null,null,2022,825698032,373237099,45.2,null,null
MNA,null,716508657,null,null,2022,null,null,null,null,null
MNE,null,623591,null,null,2022,null,null,null,null,null
MNG,null,3433748,null,null,2022,5154000,2545388,49.39,null,null
MNP,null,46078,null,null,2022,null,null,null,null,null
MOZ,null,32656246,null,null,2022,436573657,295107813,67.6,null,null
MRT,null,4875637,null,null,2022,null,null,null,null,null
MUS,null,1262523,null,null,2022,null,null,null,null,null
MWI,null,20568728,null,null,2022,29450000,21444352,72.82,null,null
MYS,null,34695493,null,null,2022,null,null,null,null,null
NAC,null,373018004,null,null,2022,null,null,null,null,null
NAM,null,2889662,null,null,2022,null,null,null,null,null
NCL,null,287123,null,null,2022,null,null,null,null,null
NER,null,25311973,null,null,2022,552598446,384060264,69.5,null,null
NGA,null,223150896,null,null,2022,1127211641,752865189,66.79,null,null
NIC,null,6730654,null,null,2022,null,null,null,null,null
NLD,null,17700982,null,null,2022,null,null,null,null,null
NOR,null,5457127,null,null,2022,null,null,null,null,null
NPL,null,29715436,null,null,2022,null,null,null,null,null
NRU,null,11801,null,null,2022,null,null,null,null,null
NZL,null,5081700,null,null,2022,null,null,null,null,null
OED,null,1378565677,null,null,2022,null,null,null,null,null
OMN,null,4730226,null,null,2022,null,null,null,null,null
OSS,null,12699005,null,null,2022,null,null,null,null,null
PAK,null,243700667,null,null,2022,782750627,470913699,60.16,null,null
PAN,null,4400773,null,null,2022,8516870,6729383,79.01,null,null
PER,null,33475438,null,null,2022,304046314,103262439,33.96,null,null
PHL,null,113964338,null,null,2022,null,null,null,null,null
PLW,null,17759,null,null,2022,null,null,null,null,null
PNG,null,10203169,null,null,2022,null,null,null,null,null
POL,null,36821749,null,null,2022,null,313079312,null,null,null
PRE,null,1051201551,null,null,2022,null,null,null,null,null
PRI,null,3220137,null,null,2022,null,null,null,null,null
PRK,null,26328845,null,null,2022,null,null,null,null,null
PRT,null,10434332,null,null,2022,null,null,null,null,null
PRY,null,6760464,null,null,2022,6684650,800001,11.97,null,null
PSE,null,5043612,null,null,2022,509872202,465216721,91.24,null,null
PSS,null,2656049,null,null,2022,null,null,null,null,null
PST,null,1117394729,null,null,2022,null,null,null,null,null
PYF,null,280378,null,null,2022,null,null,null,null,null
QAT,null,2657333,null,null,2022,null,null,null,null,null
ROU,null,19048502,null,null,2022,null,114999055,null,null,null
RUS,null,144236933,null,null,2022,null,null,null,null,null
RWA,null,13651030,null,null,2022,75359724,47028754,62.41,null,null
SAS,null,1648009565,null,null,2022,null,null,null,null,null
SAU,null,32175224,null,null,2022,null,null,null,null,null
SDN,null,49383346,null,null,2022,1936697740,1115084165,57.58,null,null
SEN,null,17651103,null,null,2022,null,null,null,null,null
SGP,null,5637022,null,null,2022,null,null,null,null,null
SLB,null,781066,null,null,2022,null,null,null,null,null
SLE,null,8276807,null,null,2022,null,null,null,null,null
SLV,null,6280319,null,null,2022,114317607,33391763,29.21,null,null
SMR,null,33755,null,null,2022,null,null,null,null,null
SOM,null,17801897,null,null,2022,2278741645,2096276208,91.99,null,null
SRB,null,6664449,null,null,2022,null,null,null,null,null
SSA,null,1103704408,null,null,2022,null,null,null,null,null
SSD,null,11021177,null,null,2022,1699588587,1288416915,75.81,null,null
SSF,null,1229208573,null,null,2022,null,null,null,null,null
SST,null,19852364,null,null,2022,null,null,null,null,null
STP,null,226305,null,null,2022,null,null,null,null,null
SUR,null,623164,null,null,2022,null,null,null,null,null
SVK,null,5431752,null,null,2022,null,null,null,null,null
SVN,null,2112076,null,null,2022,null,null,null,null,null
SWE,null,10486941,null,null,2022,null,null,null,null,null
SWZ,null,1218917,null,null,2022,null,null,null,null,null
SXM,null,42139,null,null,2022,null,null,null,null,null
SYC,null,119878,null,null,2022,null,null,null,null,null
SYR,null,22462173,null,null,2022,4444280227,2290837448,51.55,null,null
TCA,null,45847,null,null,2022,null,null,null,null,null
TCD,null,18455316,null,null,2022,510909899,315837920,61.82,null,null
TEA,null,2107261123,null,null,2022,null,null,null,null,null
TEC,null,460942269,null,null,2022,null,null,null,null,null
TGO,null,9089738,null,null,2022,null,null,null,null,null
THA,null,71735329,null,null,2022,null,null,null,null,null
TJK,null,10182222,null,null,2022,40457486,1676501,4.14,null,null
TKM,null,7230193,null,null,2022,3149935,null,null,null,null
TLA,null,637837815,null,null,2022,null,null,null,null,null
TLS,null,1369295,null,null,2022,null,null,null,null,null
TMN,null,711465045,null,null,2022,null,null,null,null,null
TON,null,105042,null,null,2022,null,null,null,null,null
TSA,null,1648009565,null,null,2022,null,null,null,null,null
TSS,null,1229208573,null,null,2022,null,null,null,null,null
TTO,null,1365805,null,null,2022,20890057,4791617,22.94,null,null
TUN,null,12119334,null,null,2022,null,null,null,null,null
TUR,null,84979913,null,null,2022,1163688761,380768393,32.72,null,null
TUV,null,9992,null,null,2022,null,null,null,null,null
TZA,null,64711821,null,null,2022,90315733,53144378,58.84,null,null
UGA,null,47312719,null,null,2022,816532220,292703999,35.85,null,null
UKR,null,41048766,null,null,2022,4292463880,3765217036,87.72,null,null
UMC,null,2803106334,null,null,2022,null,null,null,null,null
URY,null,3390913,null,null,2022,7976878,807844,10.13,null,null
USA,null,334017321,null,null,2022,null,null,null,null,null
UZB,null,34938955,null,null,2022,10631036,566892,5.33,null,null
VCT,null,102046,null,null,2022,null,null,null,null,null
VEN,null,28213017,null,null,2022,794987748,282662553,35.56,null,null
VGB,null,38319,null,null,2022,null,null,null,null,null
VIR,null,105413,null,null,2022,null,null,null,null,null
VNM,null,99680655,null,null,2022,null,null,null,null,null
VUT,null,313046,null,null,2022,null,null,null,null,null
WLD,null,7989545217,null,null,2022,null,null,null,null,null
WSM,null,215261,null,null,2022,null,null,null,null,null
XKX,null,1768096,null,null,2022,null,null,null,null,null
YEM,null,38222876,null,null,2022,4271938417,2308496124,54.04,null,null
ZAF,null,62378410,null,null,2022,null,null,null,null,null
ZMB,null,20152938,null,null,2022,65179947,8172896,12.54,null,null
ZWE,null,16069056,null,null,2022,null,null,null,null,null
ABW,null,107700,null,null,2021,2548674,648075,25.43,null,null
AFE,null,713090928,null,null,2021,null,null,null,null,null
AFG,null,40000412,null,null,2021,1474927646,1831479727,124.17,null,null
AFW,null,485920997,null,null,2021,null,null,null,null,null
AGO,null,34532429,null,null,2021,23099697,null,null,null,null
ALB,null,2489762,null,null,2021,null,null,null,null,null
AND,null,78364,null,null,2021,null,null,null,null,null
ARB,null,460646603,null,null,2021,null,null,null,null,null
ARE,null,9575152,null,null,2021,null,null,null,null,null
ARG,null,45312281,null,null,2021,20771456,11590376,55.8,null,null
ARM,null,2962300,null,null,2021,null,null,null,null,null
ASM,null,49225,null,null,2021,null,null,null,null,null
ATG,null,92349,null,null,2021,null,null,null,null,null
AUS,null,25685412,null,null,2021,null,null,null,null,null
AUT,null,8955797,null,null,2021,null,null,null,null,null
AZE,null,10137750,null,null,2021,null,null,null,null,null
BDI,null,12965481,null,null,2021,194684000,91605625,47.05,null,null
BEL,null,11586195,null,null,2021,null,null,null,null,null
BEN,null,13413417,null,null,2021,null,null,null,null,null
BFA,null,21995243,null,null,2021,607875894,312447454,51.4,null,null
BGD,null,167658854,null,null,2021,943123350,689644844,73.12,null,null
BGR,null,6507301,null,null,2021,null,null,null,null,null
BHR,null,1504365,null,null,2021,null,null,null,null,null
BHS,null,396373,null,null,2021,null,null,null,null,null
BIH,null,3244907,null,null,2021,null,null,null,null,null
BLR,null,9302585,null,null,2021,null,null,null,null,null
BLZ,null,395346,null,null,2021,null,null,null,null,null
BMU,null,64648,null,null,2021,null,null,null,null,null
BOL,null,11937360,null,null,2021,8461085,3272766,38.68,null,null
BRA,null,209550294,null,null,2021,98126574,41078278,41.86,null,null
BRB,null,282147,null,null,2021,null,null,null,null,null
BRN,null,451721,null,null,2021,null,null,null,null,null
BTN,null,775442,null,null,2021,null,null,null,null,null
BWA,null,2401441,null,null,2021,null,null,null,null,null
CAF,null,5112100,null,null,2021,444760000,408528936,91.85,null,null
CAN,null,38239864,null,null,2021,null,null,null,null,null
CEB,null,100205732,null,null,2021,null,null,null,null,null
CHE,null,8704546,null,null,2021,null,null,null,null,null
CHI,null,166741,null,null,2021,null,null,null,null,null
CHL,null,19456334,null,null,2021,46066917,11320001,24.57,null,null
CHN,null,1412360000,null,null,2021,null,null,null,null,null
CIV,null,29639736,null,null,2021,null,null,null,null,null
CMR,null,26915758,null,null,2021,361554315,194934692,53.92,null,null
COD,null,99148932,null,null,2021,1984303303,869811526,43.83,null,null
COG,null,5892183,null,null,2021,11079843,null,null,null,null
COL,null,51188173,null,null,2021,815000845,400574150,49.15,null,null
COM,null,818174,null,null,2021,null,null,null,null,null
CPV,null,516649,null,null,2021,null,null,null,null,null
CRI,null,5059988,null,null,2021,7782642,744616,9.57,null,null
CSS,null,4479167,null,null,2021,null,null,null,null,null
CUB,null,11122168,null,null,2021,null,null,null,null,null
CUW,null,153948,null,null,2021,4180501,89999,2.15,null,null
CYM,null,70108,null,null,2021,null,null,null,null,null
CYP,null,1317309,null,null,2021,null,null,null,null,null
CZE,null,10505772,null,null,2021,null,null,null,null,null
DEU,null,83196078,null,null,2021,null,null,null,null,null
DJI,null,1121248,null,null,2021,12150800,6810651,56.05,null,null
DMA,null,67202,null,null,2021,null,null,null,null,null
DNK,null,5856733,null,null,2021,null,null,null,null,null
DOM,null,11123476,null,null,2021,10938439,2865753,26.2,null,null
DZA,null,44761099,null,null,2021,null,null,null,null,null
EAP,null,2128553744,null,null,2021,null,null,null,null,null
EAR,null,3432026092,null,null,2021,null,null,null,null,null
EAS,null,2375117716,null,null,2021,null,null,null,null,null
ECA,null,251867727,null,null,2021,null,null,null,null,null
ECS,null,924381062,null,null,2021,null,null,null,null,null
ECU,null,17682454,null,null,2021,236466451,72861613,30.81,null,null
EGY,null,110957008,null,null,2021,127315564,74343379,58.39,null,null
EMU,null,347207191,null,null,2021,null,null,null,null,null
ERI,null,3350183,null,null,2021,null,null,null,null,null
ESP,null,47443821,null,null,2021,null,null,null,null,null
EST,null,1330932,null,null,2021,null,null,null,null,null
ETH,null,122138588,null,null,2021,2748655139,1475166918,53.67,null,null
EUU,null,446227358,null,null,2021,null,null,null,null,null
FCS,null,1016906998,null,null,2021,null,null,null,null,null
FIN,null,5541017,null,null,2021,null,null,null,null,null
FJI,null,916711,null,null,2021,null,null,null,null,null
FRA,null,67842811,null,null,2021,null,null,null,null,null
FRO,null,53296,null,null,2021,null,null,null,null,null
FSM,null,111624,null,null,2021,null,null,null,null,null
GAB,null,2376722,null,null,2021,null,null,null,null,null
GBR,null,66984000,null,null,2021,null,null,null,null,null
GEO,null,3708610,null,null,2021,null,null,null,null,null
GHA,null,32518665,null,null,2021,null,null,null,null,null
GIB,null,36858,null,null,2021,null,null,null,null,null
GIN,null,13710513,null,null,2021,null,null,null,null,null
GMB,null,2576010,null,null,2021,null,null,null,null,null
GNB,null,2058841,null,null,2021,null,null,null,null,null
GNQ,null,1758786,null,null,2021,null,null,null,null,null
GRC,null,10569207,null,null,2021,null,null,null,null,null
GRD,null,116688,null,null,2021,null,null,null,null,null
GRL,null,56653,null,null,2021,null,null,null,null,null
GTM,null,17598650,null,null,2021,56291832,38367049,68.16,null,null
GUM,null,163730,null,null,2021,null,null,null,null,null
GUY,null,815482,null,null,2021,7354261,2173109,29.55,null,null
